order_id,order_date,product_id,product_category,price,quantity_sold,customer_region
1665,2022-08,2284,Sports,190.15,3,Asia
1666,2022-11,3325,Electronics,332.72,1,North America
1668,2022-01,4137,Fashion,360.53,5,North America
1669,2023-06,4672,Home & Kitchen,128.55,5,Asia
1671,2023-12,2623,Home & Kitchen,172.17,4,Asia
1672,2022-01,4449,Books,172.95,3,Middle East
1673,2023-04,2540,Electronics,146.73,3,Asia
1674,2022-04,3703,Books,318.59,5,North America
1677,2022-09,1498,Beauty,349.58,5,Europe
1679,2023-11,1586,Fashion,373.14,3,Asia
1680,2022-10,2103,Electronics,128.68,3,Middle East
1681,2023-12,4089,Home & Kitchen,184.27,1,Asia
1682,2023-11,2752,Electronics,105.67,4,Middle East
1683,2022-08,1613,Home & Kitchen,343.63,4,Asia
1684,2023-01,4047,Electronics,122.49,3,Europe
1685,2023-04,1643,Sports,287.79,3,Europe
1686,2022-01,3868,Fashion,420.54,4,North America
1687,2022-01,1057,Fashion,260.62,4,Middle East
1688,2022-02,2135,Fashion,298.78,4,Middle East
1690,2022-03,4914,Sports,163.01,4,Asia
1691,2023-04,2849,Home & Kitchen,399.72,3,Europe
1692,2023-07,4699,Sports,344.97,1,North America
1693,2023-06,3362,Fashion,61.02,3,Europe
1695,2023-03,2821,Home & Kitchen,346.34,4,Asia
1697,2023-05,1323,Fashion,362.56,2,Europe
1698,2022-04,3765,Sports,71.28,2,Europe
1699,2023-02,4402,Electronics,150.19,5,Asia
1700,2023-05,3627,Beauty,177.44,5,Europe
1701,2022-02,4993,Beauty,158.33,3,North America
1702,2022-09,1898,Sports,373.5,4,North America
1703,2022-06,1759,Home & Kitchen,377.87,2,Middle East
1704,2022-03,1501,Beauty,266.59,4,Middle East
1705,2022-05,1056,Fashion,285.67,3,Middle East
1706,2023-11,2188,Home & Kitchen,160.24,4,North America
1708,2022-01,3344,Books,179.1,4,Europe
1710,2023-06,3457,Electronics,433.07,3,Asia
1711,2023-12,1806,Books,322.18,2,Asia
1713,2023-03,2129,Home & Kitchen,95.54,1,Middle East
1714,2023-08,1619,Books,330.62,5,Europe
1715,2022-01,4753,Beauty,98.02,5,North America
1716,2022-10,1778,Fashion,321.3,1,Middle East
1717,2022-03,1778,Books,248.43,5,North America
1718,2023-10,3613,Books,334.02,5,Europe
1719,2023-03,4045,Beauty,364.03,4,Asia
1720,2023-01,1165,Home & Kitchen,263.8,3,Europe
1721,2023-05,2277,Fashion,249.41,1,North America
1723,2023-07,1665,Electronics,185.05,2,North America
1724,2023-06,1127,Fashion,154.47,5,Middle East
1725,2022-06,4557,Fashion,314.66,1,Europe
1726,2022-06,1075,Fashion,141.61,3,Middle East
1727,2023-06,1886,Fashion,120.02,5,Middle East
1728,2022-09,2244,Beauty,425.1,5,North America
1729,2023-05,3829,Sports,415.08,1,Europe
1730,2022-07,3481,Electronics,167.63,5,Europe
1732,2023-08,4608,Books,251.31,4,Europe
1733,2022-03,4510,Electronics,228.37,2,Europe
1734,2023-03,4506,Home & Kitchen,435.57,1,Asia
1735,2023-10,4689,Sports,275.73,4,Middle East
1737,2022-11,1614,Books,244.26,4,North America
1738,2023-06,1985,Electronics,335.31,5,Europe
1739,2023-08,4849,Electronics,242.46,5,North America
1740,2022-01,3573,Electronics,163.95,5,North America
1742,2023-07,1440,Electronics,397.7,4,North America
1744,2023-01,3634,Electronics,368.13,5,North America
1745,2022-12,4868,Beauty,139.82,2,Europe
1746,2023-11,3438,Beauty,409.39,1,Asia
1747,2023-06,1243,Books,308.37,3,Middle East
1748,2023-01,1767,Fashion,343.06,5,Asia
1750,2023-06,1414,Sports,293.01,2,Asia
1751,2022-06,3474,Fashion,282.77,4,Middle East
1752,2022-07,4283,Beauty,332.53,2,Middle East
1753,2023-03,1248,Home & Kitchen,386.96,2,Asia
1754,2022-09,4106,Sports,205.29,3,North America
1755,2022-08,3886,Electronics,81.71,1,Europe
1757,2023-11,1861,Books,389.4,5,Middle East
1758,2023-12,2795,Fashion,272.48,1,Europe
1759,2023-05,1818,Books,180.49,1,North America
1763,2023-08,4764,Sports,205.05,4,North America
1765,2022-03,3026,Sports,192.69,4,Middle East
1766,2023-12,3157,Electronics,376.08,1,Asia
1767,2023-12,3377,Home & Kitchen,215.26,3,North America
1768,2022-03,3189,Electronics,249.05,1,Asia
1769,2022-10,1675,Books,412.61,3,Europe
1770,2022-11,3134,Beauty,309.68,2,North America
1771,2022-12,3187,Beauty,335.7,2,Asia
1772,2023-01,2355,Beauty,81.24,4,Middle East
1773,2023-05,3721,Fashion,129.97,2,Europe
1774,2023-08,1025,Fashion,208.57,3,Europe
1775,2022-06,3693,Electronics,59.37,4,Europe
1776,2023-06,4940,Fashion,143.16,1,Middle East
1777,2022-01,2650,Sports,417.58,3,North America
1780,2022-04,1361,Electronics,345.09,4,North America
1781,2023-03,2894,Books,196.14,5,Asia
1782,2023-01,2682,Beauty,387.65,3,North America
1784,2023-11,2966,Sports,137.03,3,Middle East
1786,2023-07,1995,Fashion,230.68,4,Europe
1788,2023-08,3142,Home & Kitchen,274.99,2,Asia
1789,2022-02,1956,Books,191.84,2,North America
1790,2023-11,4044,Electronics,278.24,2,Europe
1791,2023-04,1217,Sports,86.86,3,North America
1792,2023-08,4946,Home & Kitchen,376.92,2,Middle East
1793,2022-11,3415,Electronics,341.82,1,Asia
1794,2022-03,3099,Home & Kitchen,363.44,5,Middle East
1795,2022-04,4345,Electronics,154.64,5,Asia
1796,2023-10,2467,Beauty,407.69,2,North America
1797,2023-11,1686,Home & Kitchen,447.03,5,North America
1799,2022-08,1032,Home & Kitchen,321.08,4,Asia
1800,2022-01,3919,Beauty,177.35,2,Asia
1801,2022-08,4487,Home & Kitchen,196.81,5,North America
1802,2023-08,3691,Home & Kitchen,284.99,2,Middle East
1803,2022-04,1424,Electronics,289.85,3,Asia
1804,2023-10,1786,Books,397.24,5,North America
1806,2022-07,3542,Sports,285.46,1,North America
1807,2022-06,1738,Electronics,177.54,5,Asia
1808,2022-03,1766,Fashion,417.8,5,North America
1809,2023-11,2817,Home & Kitchen,179.27,1,North America
1810,2022-05,2771,Fashion,236.57,4,Europe
1811,2022-05,4926,Sports,117.69,1,North America
1812,2022-04,2377,Electronics,151.39,4,Middle East
1813,2023-03,3743,Sports,280.03,4,Middle East
1814,2022-11,1198,Sports,215.82,2,North America
1815,2022-11,1714,Books,104.75,4,Middle East
1816,2023-09,3482,Beauty,239.57,2,North America
1817,2022-01,4207,Electronics,86.84,1,North America
1818,2022-03,4980,Books,441.46,3,Asia
1820,2022-08,3024,Electronics,117.08,3,North America
1823,2023-01,3766,Fashion,159.42,1,Asia
1824,2023-12,3614,Books,98.04,3,Asia
1826,2023-11,3455,Fashion,441.9,2,Asia
1828,2022-03,1916,Fashion,107.79,1,Europe
1829,2022-11,2937,Fashion,407.22,2,Europe
1830,2022-04,3957,Home & Kitchen,137.26,2,North America
1831,2022-09,2785,Fashion,335.88,3,Europe
1833,2022-01,4858,Sports,421.61,1,North America
1834,2023-04,1716,Home & Kitchen,214.0,4,Middle East
1835,2022-03,1824,Sports,237.68,1,Middle East
1836,2022-07,2727,Home & Kitchen,405.09,5,North America
1837,2023-01,4407,Beauty,229.82,3,Asia
1838,2022-11,2025,Fashion,56.54,5,Asia
1839,2022-01,3232,Fashion,254.66,5,Europe
1840,2023-02,3721,Fashion,231.09,2,Asia
1841,2023-05,2584,Beauty,227.77,4,Asia
1842,2022-05,3649,Sports,100.41,3,North America
1843,2023-12,4509,Fashion,86.17,2,Asia
1844,2022-01,1762,Home & Kitchen,390.05,1,Middle East
1845,2022-01,1021,Home & Kitchen,311.49,4,North America
1847,2023-06,3524,Home & Kitchen,418.47,2,Middle East
1848,2023-06,1465,Sports,65.08,4,Asia
1849,2022-10,4036,Sports,370.15,3,Europe
1853,2023-07,3722,Beauty,95.59,1,Asia
1856,2023-09,1243,Books,405.33,3,North America
1858,2023-11,3426,Fashion,390.18,2,Asia
1859,2022-10,4544,Home & Kitchen,410.8,2,Asia
1860,2022-11,1340,Sports,156.92,5,Europe
1861,2023-08,4001,Fashion,368.89,1,Asia
1862,2023-12,2983,Home & Kitchen,411.05,1,Asia
1863,2023-10,3718,Home & Kitchen,391.41,5,Europe
1864,2023-07,1122,Sports,99.82,5,North America
1865,2022-12,1871,Books,227.4,1,Asia
1867,2022-02,3235,Home & Kitchen,265.03,2,Asia
1868,2023-10,2037,Electronics,223.95,4,Europe
1871,2023-03,4482,Fashion,267.47,4,North America
1872,2022-04,4941,Fashion,367.49,5,North America
1873,2022-07,3884,Books,234.66,1,Asia
1874,2022-12,3638,Fashion,122.85,1,North America
1875,2022-11,4877,Electronics,306.87,2,Middle East
1878,2022-01,2615,Fashion,102.04,4,Europe
1879,2023-02,4217,Sports,247.85,5,Middle East
1880,2023-05,2908,Fashion,300.81,4,Middle East
1881,2022-12,4808,Home & Kitchen,313.95,4,Middle East
1883,2023-06,2405,Beauty,65.85,5,Asia
1886,2023-11,1535,Books,212.46,2,Europe
1887,2023-08,2122,Books,290.74,4,Middle East
1888,2023-09,4462,Home & Kitchen,160.51,4,North America
1889,2023-02,1269,Books,131.56,3,North America
1890,2022-09,3993,Sports,148.65,3,Asia
1891,2022-04,2117,Beauty,144.89,3,Middle East
1892,2023-05,2815,Home & Kitchen,192.8,1,Europe
1893,2023-08,4534,Sports,62.46,3,Asia
1894,2022-12,4852,Books,427.5,3,Asia
1895,2023-02,1658,Fashion,380.91,2,Middle East
1897,2023-01,4093,Books,381.83,1,North America
1898,2022-07,3049,Beauty,414.89,5,Middle East
1900,2023-09,2996,Home & Kitchen,308.41,3,Asia
1901,2022-09,4107,Sports,427.15,2,North America
1902,2023-10,2829,Fashion,380.76,1,Middle East
1904,2023-06,4122,Home & Kitchen,406.46,3,Europe
1905,2023-07,2166,Fashion,292.6,2,Europe
1906,2022-01,1895,Sports,327.03,4,Europe
1907,2023-06,2506,Fashion,443.04,3,Asia
1909,2023-04,1016,Sports,58.41,1,Europe
1910,2023-08,2903,Electronics,289.03,2,North America
1911,2022-10,2612,Beauty,207.77,2,Middle East
1912,2023-06,2301,Electronics,211.93,4,Europe
1913,2022-11,4706,Sports,159.54,5,Asia
1914,2022-01,4509,Electronics,410.18,1,Middle East
1915,2023-01,1435,Sports,56.26,1,Europe
1916,2022-10,4455,Beauty,268.82,4,Asia
1917,2023-07,3004,Books,231.82,2,Asia
1918,2022-11,1857,Beauty,277.9,5,North America
1920,2023-01,2155,Home & Kitchen,338.51,1,Asia
1922,2022-01,3441,Home & Kitchen,266.28,4,Asia
1923,2023-05,4854,Electronics,136.43,4,Middle East
1924,2022-08,2945,Electronics,159.96,4,North America
1925,2022-03,3255,Beauty,370.51,2,North America
1927,2022-05,4297,Fashion,240.3,1,North America
1928,2022-01,4772,Sports,336.41,4,Asia
1929,2022-03,3512,Electronics,127.99,1,Asia
1930,2022-06,1357,Books,279.23,2,North America
1931,2022-08,4215,Electronics,54.49,1,North America
1932,2022-09,3401,Books,425.87,5,Europe
1933,2023-03,2274,Fashion,230.58,4,Middle East
1934,2023-02,1375,Electronics,183.93,3,Middle East
1935,2023-04,1988,Sports,259.13,1,Asia
1937,2022-10,1017,Home & Kitchen,389.34,4,Asia
1938,2022-10,2738,Fashion,80.6,3,Middle East
1939,2022-10,3763,Electronics,385.16,4,Europe
1940,2023-01,3532,Electronics,199.47,2,Asia
1941,2022-01,2025,Home & Kitchen,200.53,1,Europe
1942,2023-12,3997,Fashion,380.12,5,North America
1943,2023-09,3423,Beauty,232.54,1,North America
1945,2023-08,1565,Beauty,127.15,5,Middle East
1946,2023-08,4237,Fashion,447.84,3,Asia
1947,2022-12,3912,Sports,298.01,4,North America
1948,2022-09,2352,Beauty,431.8,5,Europe
1949,2022-05,4726,Books,156.05,4,Asia
1950,2022-10,2471,Electronics,346.03,2,North America
1951,2023-11,4163,Books,393.72,3,Asia
1952,2023-05,4591,Fashion,95.53,5,Europe
1954,2023-07,1611,Beauty,319.04,3,North America
1955,2022-10,2062,Beauty,290.56,4,North America
1957,2022-04,1647,Home & Kitchen,208.34,5,Middle East
1958,2023-11,3409,Sports,283.89,4,Europe
1959,2022-07,3609,Beauty,109.98,3,North America
1961,2022-11,2789,Home & Kitchen,401.64,2,North America
1963,2023-09,2050,Fashion,226.51,2,Middle East
1964,2023-07,2612,Beauty,71.32,2,Asia
1965,2022-06,4877,Electronics,213.54,2,Europe
1966,2023-01,4838,Home & Kitchen,143.17,3,Europe
1967,2023-12,1020,Fashion,247.8,3,Middle East
1969,2022-09,2068,Sports,434.15,5,North America
1971,2023-10,2430,Fashion,217.78,3,Europe
1972,2023-05,3741,Beauty,332.26,2,Europe
1973,2022-10,1797,Electronics,327.32,4,Middle East
1974,2022-01,3526,Books,152.61,4,Middle East
1975,2022-10,3910,Home & Kitchen,252.29,5,North America
1976,2022-01,1655,Electronics,250.97,4,Middle East
1977,2022-04,4635,Books,69.98,5,Middle East
1978,2022-02,1762,Beauty,189.34,5,Asia
1979,2022-07,1617,Sports,64.04,3,North America
1982,2022-06,1336,Electronics,220.32,2,Europe
1983,2023-11,4863,Electronics,366.16,1,Asia
1985,2022-01,4686,Sports,287.75,4,Middle East
1986,2023-05,2434,Books,153.17,5,Asia
1987,2022-10,4585,Books,107.52,1,North America
1988,2023-11,1767,Home & Kitchen,348.94,2,Europe
1990,2022-08,3866,Beauty,134.84,2,Middle East
1991,2022-09,3432,Books,345.83,2,Middle East
1992,2022-05,2505,Sports,225.29,5,North America
1993,2022-08,2626,Beauty,252.6,4,Europe
1995,2022-07,4185,Electronics,205.29,2,Europe
1996,2022-02,2020,Fashion,299.59,2,Asia
1998,2022-07,4493,Books,344.75,4,Middle East
1999,2023-05,2077,Fashion,259.66,1,Middle East
2000,2023-03,4259,Electronics,165.33,2,Europe
2002,2023-03,2775,Beauty,150.44,2,Asia
2003,2022-10,3639,Books,62.33,4,North America
2005,2023-01,3878,Electronics,162.9,1,North America
2006,2023-09,2890,Books,296.5,1,Middle East
2007,2022-11,2626,Fashion,324.72,1,Middle East
2008,2022-12,4618,Home & Kitchen,134.15,5,Middle East
2009,2023-01,4129,Fashion,214.59,5,Middle East
2010,2022-01,3550,Sports,81.96,3,Middle East
2011,2022-12,1188,Books,442.85,1,Middle East
2012,2022-05,2788,Sports,294.34,5,Asia
2013,2023-10,2571,Beauty,445.68,2,Middle East
2014,2022-12,1869,Books,132.28,3,Europe
2015,2022-12,4675,Sports,318.83,3,Europe
2016,2023-06,2591,Electronics,112.89,4,Middle East
2017,2023-05,3626,Fashion,148.08,2,Middle East
2018,2022-03,2336,Fashion,183.77,4,Middle East
2019,2022-06,2192,Books,276.97,5,Asia
2020,2022-07,3846,Home & Kitchen,280.11,2,Europe
2021,2022-11,3178,Books,104.16,5,Europe
2023,2022-08,1948,Books,387.19,2,Asia
2024,2023-03,2587,Fashion,265.4,5,North America
2025,2023-02,1151,Sports,160.06,3,Middle East
2027,2022-05,2128,Electronics,56.77,3,Asia
2028,2023-06,4438,Sports,214.67,2,North America
2029,2023-10,2115,Home & Kitchen,244.5,4,Middle East
2030,2022-10,1712,Beauty,191.85,3,Asia
2031,2023-08,1804,Sports,285.42,5,Asia
2032,2022-12,2908,Electronics,407.96,2,Asia
2033,2022-01,4802,Books,340.18,3,Europe
2034,2022-05,1431,Beauty,434.18,3,Middle East
2035,2022-10,2602,Electronics,309.83,4,Asia
2036,2023-10,4752,Books,56.99,5,North America
2037,2022-02,2328,Home & Kitchen,79.22,5,Middle East
2038,2022-10,1027,Books,198.31,1,North America
2039,2022-03,2311,Fashion,145.53,5,Middle East
2040,2022-12,1354,Electronics,327.86,5,Middle East
2041,2023-08,2862,Home & Kitchen,314.79,4,North America
2042,2022-08,3004,Books,233.98,3,Middle East
2043,2023-12,4615,Home & Kitchen,323.6,4,North America
2045,2023-08,4475,Sports,248.4,1,Europe
2046,2022-06,3183,Electronics,176.9,2,Middle East
2047,2023-11,4139,Home & Kitchen,240.74,5,Middle East
2048,2022-03,1153,Electronics,76.83,3,Middle East
2050,2023-08,3373,Home & Kitchen,208.21,3,Asia
2052,2022-06,2119,Beauty,432.14,3,Asia
2053,2023-05,4268,Electronics,340.75,3,Middle East
2054,2022-11,3155,Fashion,360.85,3,Asia
2055,2023-09,2069,Sports,430.97,5,Asia
2057,2022-04,1453,Home & Kitchen,331.42,2,Europe
2058,2023-05,3370,Sports,196.05,1,Europe
2059,2023-10,3332,Beauty,78.0,4,Europe
2061,2022-01,3697,Electronics,325.72,5,Europe
2062,2023-03,2350,Home & Kitchen,201.92,5,Asia
2064,2023-08,1448,Fashion,142.94,2,Europe
2065,2023-02,1320,Sports,237.02,3,Europe
2066,2022-10,2168,Sports,392.88,4,North America
2067,2022-12,1277,Books,160.82,5,Europe
2068,2022-11,3659,Books,329.84,5,Middle East
2072,2023-08,3541,Books,266.52,3,Middle East
2073,2023-12,1046,Home & Kitchen,330.49,4,Asia
2074,2023-10,4808,Electronics,383.46,3,Europe
2076,2022-03,1655,Books,274.59,2,Middle East
2077,2023-12,4267,Home & Kitchen,378.9,5,North America
2078,2022-05,4361,Books,100.22,1,Asia
2079,2023-08,3816,Sports,81.25,3,Europe
2080,2023-04,3479,Fashion,357.7,1,Middle East
2082,2022-11,4861,Home & Kitchen,285.97,2,Europe
2083,2023-05,2347,Home & Kitchen,269.58,3,Europe
2084,2022-10,2825,Electronics,287.71,1,Asia
2085,2022-04,4003,Fashion,440.37,4,Middle East
2086,2022-09,4500,Fashion,401.02,5,Asia
2087,2023-09,2316,Home & Kitchen,401.83,5,North America
2088,2022-01,3424,Books,57.72,1,Europe
2089,2022-03,4606,Home & Kitchen,381.07,4,North America
2090,2022-11,2107,Home & Kitchen,385.31,2,North America
2091,2023-03,4838,Home & Kitchen,70.42,1,Asia
2092,2023-03,2396,Home & Kitchen,238.39,2,Asia
2094,2022-08,1908,Home & Kitchen,201.53,4,Europe
2095,2022-06,3372,Books,322.3,2,Europe
2096,2023-10,4919,Beauty,113.06,4,Europe
2097,2022-01,1315,Sports,70.43,3,Europe
2098,2022-05,4621,Beauty,320.95,4,Europe
2099,2022-10,2967,Electronics,414.24,3,Asia
2100,2022-10,1220,Beauty,81.38,1,North America
2102,2022-02,3261,Home & Kitchen,369.83,3,Asia
2103,2022-12,4543,Fashion,340.63,5,Asia
2104,2022-11,1844,Books,64.88,2,Middle East
2106,2022-12,2108,Electronics,239.37,1,North America
2107,2023-03,3432,Sports,270.12,2,North America
2108,2022-01,2027,Books,258.75,2,Middle East
2109,2023-02,2730,Home & Kitchen,267.88,1,Europe
2110,2023-09,4185,Home & Kitchen,412.32,1,North America
2112,2022-04,2359,Sports,244.48,4,Europe
2113,2022-05,3924,Books,308.89,3,Middle East
2114,2023-02,3700,Books,63.29,5,Asia
2115,2023-12,2190,Home & Kitchen,292.6,1,North America
2116,2022-02,1286,Fashion,257.03,1,Middle East
2117,2022-11,2943,Books,115.24,4,Europe
2118,2022-05,4566,Sports,132.4,2,Middle East
2120,2022-11,4065,Beauty,354.18,3,Asia
2121,2023-01,3894,Books,78.43,4,Asia
2122,2023-07,3564,Electronics,395.53,3,Asia
2123,2023-05,3174,Sports,445.39,1,Europe
2124,2023-06,2456,Electronics,124.35,5,Middle East
2125,2023-10,2109,Sports,133.86,1,Europe
2126,2022-06,2621,Books,65.94,5,Middle East
2127,2022-10,2930,Home & Kitchen,272.73,5,Asia
2129,2022-05,4116,Books,125.65,4,North America
2130,2022-04,2993,Electronics,84.11,2,Asia
2131,2023-02,1622,Fashion,305.04,4,Europe
2132,2023-11,3337,Beauty,428.98,4,Middle East
2133,2023-10,2930,Fashion,435.77,5,North America
2134,2022-01,3744,Beauty,175.99,2,North America
2135,2023-08,2258,Sports,394.47,4,Middle East
2136,2023-10,3204,Electronics,298.21,4,North America
2137,2022-03,1405,Beauty,367.79,1,Europe
2138,2022-12,4744,Fashion,340.05,1,North America
2139,2022-12,2528,Electronics,68.19,2,Asia
2140,2023-04,2735,Fashion,181.96,3,Asia
2141,2022-09,4193,Books,382.74,3,Europe
2142,2022-12,2968,Fashion,381.16,4,Middle East
2143,2022-04,4295,Books,65.43,1,Europe
2144,2023-08,3023,Books,233.73,3,Asia
2145,2022-02,1876,Beauty,435.15,1,Europe
2146,2022-06,4094,Books,396.83,5,Europe
2147,2023-08,3244,Beauty,292.56,2,North America
2148,2022-11,3526,Books,107.18,4,North America
2149,2022-08,3332,Sports,165.65,4,Middle East
2150,2023-03,4589,Electronics,328.56,5,Europe
2151,2022-10,1307,Beauty,391.8,2,Middle East
2152,2022-02,1344,Fashion,308.75,5,North America
2153,2022-03,4672,Beauty,200.71,5,Middle East
2154,2023-03,4068,Sports,290.43,5,Europe
2156,2022-06,2913,Books,369.13,1,Middle East
2157,2023-01,3445,Electronics,422.76,2,North America
2159,2022-12,2487,Electronics,202.73,1,Asia
2160,2023-07,1795,Electronics,425.13,4,North America
2161,2022-05,4848,Electronics,300.58,3,North America
2162,2022-04,2138,Fashion,244.28,3,Europe
2164,2023-12,1449,Electronics,369.92,4,North America
2165,2022-08,3819,Home & Kitchen,346.19,4,Europe
2166,2022-01,2427,Home & Kitchen,296.92,1,North America
2168,2022-01,3595,Electronics,323.16,2,North America
2170,2023-09,2669,Books,411.97,2,Asia
2171,2023-09,1243,Home & Kitchen,435.29,3,Europe
2172,2023-11,3112,Books,267.79,5,Europe
2173,2023-08,4308,Books,424.97,2,North America
2174,2022-06,1945,Electronics,203.39,2,North America
2175,2023-12,2983,Home & Kitchen,148.57,1,Europe
2176,2022-02,2026,Beauty,244.63,4,Middle East
2177,2022-06,2523,Books,281.6,4,Asia
2178,2022-10,4108,Electronics,384.4,3,Middle East
2179,2023-08,4692,Fashion,303.02,1,North America
2180,2022-02,4049,Home & Kitchen,428.65,3,Europe
2182,2023-06,3050,Sports,263.39,5,Middle East
2183,2023-09,4306,Beauty,360.25,3,Europe
2184,2022-03,4488,Beauty,243.35,3,Europe
2187,2022-05,1142,Books,360.71,3,Europe
2188,2023-11,2783,Electronics,250.69,5,Europe
2190,2022-08,1060,Books,374.12,5,Asia
2191,2023-08,3115,Home & Kitchen,199.45,2,Europe
2192,2023-11,1078,Sports,265.97,4,Middle East
2193,2023-07,4398,Fashion,357.84,4,North America
2194,2023-04,3414,Electronics,129.77,3,Middle East
2195,2022-04,4779,Beauty,147.72,4,North America
2196,2022-08,1957,Fashion,181.55,5,Middle East
2197,2023-11,4778,Sports,375.07,5,Europe
2199,2023-10,3573,Electronics,184.67,5,Europe
2200,2023-10,1389,Beauty,307.34,1,Europe
2201,2023-03,4360,Electronics,165.4,2,North America
2202,2023-10,1520,Books,439.01,4,North America
2204,2023-03,2777,Books,98.86,4,North America
2205,2022-06,1252,Home & Kitchen,328.78,1,Asia
2207,2023-10,4956,Books,240.12,3,Europe
2208,2023-08,4166,Books,170.99,1,Asia
2210,2023-05,3050,Books,132.65,2,Europe
2211,2023-03,1695,Home & Kitchen,107.51,2,North America
2212,2022-09,3093,Home & Kitchen,440.87,5,Asia
2213,2022-11,2827,Fashion,318.64,3,North America
2214,2022-09,1652,Beauty,96.6,5,Europe
2215,2023-08,3572,Beauty,323.22,4,North America
2216,2023-10,4769,Home & Kitchen,438.73,4,Europe
2218,2023-01,4668,Fashion,132.06,4,Asia
2219,2023-09,1417,Books,304.08,5,Europe
2220,2022-06,2001,Fashion,61.92,2,North America
2222,2022-10,3943,Electronics,298.51,4,Europe
2223,2023-12,4739,Home & Kitchen,294.57,2,Middle East
2225,2023-06,1558,Fashion,213.55,2,North America
2226,2023-08,1930,Home & Kitchen,101.49,2,North America
2227,2022-08,4277,Home & Kitchen,405.22,1,Middle East
2228,2022-04,4793,Home & Kitchen,171.38,5,Europe
2229,2023-07,2298,Beauty,204.5,3,Middle East
2230,2022-10,1594,Books,322.13,4,Asia
2231,2022-06,2120,Electronics,360.12,3,Europe
2232,2023-09,4250,Books,396.04,5,Middle East
2233,2022-02,3914,Sports,91.56,2,Middle East
2234,2022-12,4219,Fashion,134.96,2,North America
2236,2022-03,3431,Books,428.94,2,Europe
2237,2023-10,2095,Beauty,161.14,4,Europe
2238,2022-12,3264,Electronics,67.44,5,Asia
2239,2022-03,4792,Books,159.12,2,Asia
2241,2023-12,3853,Books,419.11,3,Middle East
2242,2023-07,4504,Beauty,147.08,5,Middle East
2243,2023-10,4707,Home & Kitchen,178.29,3,Europe
2245,2023-03,4933,Beauty,98.72,3,North America
2246,2023-06,4739,Beauty,105.97,2,Asia
2247,2022-06,4104,Electronics,282.43,1,Asia
2250,2023-12,2963,Fashion,298.48,5,Asia
2251,2023-07,3148,Home & Kitchen,407.05,4,North America
2252,2022-03,1469,Home & Kitchen,246.37,3,Middle East
2253,2023-01,1179,Sports,220.14,5,Middle East
2254,2022-02,3686,Electronics,203.23,3,Middle East
2255,2022-09,4404,Fashion,229.99,5,Middle East
2256,2022-12,4559,Sports,354.93,1,Europe
2257,2022-05,2483,Home & Kitchen,411.63,1,Europe
2258,2023-12,1376,Fashion,290.12,4,Europe
2259,2022-06,3728,Fashion,435.13,4,Europe
2260,2023-09,3864,Books,321.16,2,Europe
2261,2022-07,4949,Electronics,402.35,5,Europe
2262,2022-12,4206,Beauty,346.36,2,Middle East
2263,2023-04,2827,Beauty,388.02,4,Middle East
2265,2022-09,2756,Home & Kitchen,434.27,2,Europe
2266,2023-10,4481,Home & Kitchen,443.54,3,North America
2267,2023-03,4226,Electronics,421.45,3,Asia
2268,2023-07,3327,Books,366.43,4,North America
2269,2023-03,2502,Home & Kitchen,394.82,3,Middle East
2270,2023-04,2222,Sports,94.71,3,Europe
2272,2022-10,1752,Sports,148.42,5,North America
2273,2022-11,4488,Sports,224.01,2,Europe
2274,2022-07,4169,Sports,139.04,5,North America
2275,2023-09,1249,Home & Kitchen,435.98,4,Europe
2277,2023-11,4176,Electronics,386.54,1,Europe
2278,2023-09,3820,Beauty,240.92,5,Middle East
2279,2022-02,1640,Electronics,77.15,4,Europe
2280,2022-01,3374,Sports,436.66,1,Asia
2281,2023-10,1889,Beauty,421.79,1,Middle East
2282,2023-02,2505,Fashion,85.34,5,Asia
2285,2023-10,2970,Fashion,411.86,5,North America
2287,2022-08,4723,Fashion,182.15,1,Asia
2288,2022-10,4086,Books,330.68,3,Middle East
2289,2022-12,4971,Home & Kitchen,432.78,3,Europe
2290,2023-09,3743,Sports,174.01,1,North America
2291,2022-04,1480,Books,239.89,3,Europe
2292,2023-09,4087,Beauty,268.18,2,Asia
2294,2022-09,4973,Electronics,415.05,2,Middle East
2296,2022-11,2776,Fashion,211.48,5,Asia
2297,2023-09,1484,Beauty,307.52,3,Middle East
2298,2022-10,4350,Sports,273.1,4,Asia
2299,2022-05,4404,Home & Kitchen,177.21,1,Europe
2301,2023-02,3304,Home & Kitchen,262.47,5,Asia
2302,2023-04,4256,Fashion,125.83,4,North America
2303,2022-06,4659,Home & Kitchen,327.91,3,Middle East
2304,2023-04,3074,Beauty,270.93,5,Asia
2305,2023-07,4096,Fashion,297.31,5,Europe
2306,2023-05,4925,Beauty,302.86,5,North America
2307,2023-05,2085,Home & Kitchen,443.41,4,North America
2308,2023-10,3017,Sports,77.97,1,Europe
2309,2023-04,4729,Home & Kitchen,403.8,5,Asia
2311,2022-04,2487,Fashion,362.05,2,Asia
2312,2023-08,1348,Books,73.83,3,Europe
2313,2022-12,4357,Fashion,425.87,5,Asia
2314,2022-12,1413,Beauty,396.94,4,Middle East
2315,2023-03,4667,Home & Kitchen,432.06,3,Asia
2316,2022-06,2710,Sports,245.74,2,North America
2317,2023-12,3453,Electronics,411.02,5,Middle East
2318,2023-02,4452,Sports,81.24,5,Asia
2319,2023-10,4241,Fashion,290.45,1,Europe
