order_id,order_date,product_id,product_category,price,discount_percent,quantity_sold,customer_region,rating
11248,2023-11,3017,Sports,345.05,30.0,5,Middle East,4.5
11249,2023-04,3127,Books,402.21,30.0,4,Europe,4.1
11250,2023-04,1209,Electronics,389.18,30.0,1,Middle East,1.3
11251,2022-05,1767,Electronics,67.85,20.0,3,Asia,1.8
11252,2022-12,4383,Electronics,143.4,30.0,2,Asia,3.0
11253,2023-12,3424,Home & Kitchen,381.89,5.0,2,Asia,3.5
11254,2023-04,3087,Home & Kitchen,293.87,10.0,4,Europe,4.8
11255,2023-09,4424,Electronics,66.83,0.0,4,North America,3.9
11256,2023-08,1452,Home & Kitchen,214.57,0.0,5,Asia,4.0
11257,2023-11,4494,Sports,123.39,20.0,4,Middle East,3.1
11258,2023-03,1713,Fashion,374.92,20.0,4,Middle East,1.7
11259,2023-06,1085,Fashion,73.12,20.0,1,North America,2.3
11260,2022-05,2578,Fashion,308.52,15.0,5,Europe,3.4
11262,2022-01,3016,Electronics,347.04,5.0,3,Middle East,3.3
11264,2023-12,4486,Electronics,68.66,10.0,4,Europe,2.1
11265,2023-04,2605,Fashion,242.31,30.0,4,North America,1.9
11268,2022-08,1643,Fashion,138.82,10.0,2,Middle East,1.3
11270,2023-11,3714,Beauty,432.82,30.0,2,Middle East,3.7
11272,2023-03,2624,Fashion,437.84,20.0,5,North America,4.4
11273,2023-05,4300,Beauty,400.38,10.0,3,Asia,4.1
11274,2023-03,2562,Beauty,64.92,15.0,4,Asia,2.7
11275,2023-11,3408,Books,60.98,30.0,2,Middle East,2.6
11276,2022-06,3915,Electronics,372.51,5.0,3,Middle East,3.2
11277,2022-06,1749,Books,393.67,15.0,3,Europe,1.8
11278,2023-05,3222,Electronics,191.01,15.0,3,Asia,4.6
11279,2022-11,3875,Fashion,438.83,0.0,5,North America,3.4
11280,2023-02,3851,Books,103.23,30.0,2,Asia,1.1
11281,2023-10,2397,Home & Kitchen,307.34,10.0,2,Europe,3.4
11282,2023-11,2965,Fashion,210.62,15.0,5,Asia,4.4
11283,2023-10,1060,Fashion,170.16,10.0,4,Middle East,4.5
11284,2023-10,4241,Electronics,271.08,30.0,3,North America,3.4
11285,2023-04,2530,Electronics,154.87,15.0,5,Middle East,4.1
11286,2023-01,1774,Beauty,115.3,20.0,2,Europe,3.3
11287,2023-07,3461,Home & Kitchen,272.55,20.0,4,Middle East,3.7
11288,2023-10,4889,Sports,266.08,20.0,2,Middle East,3.2
11289,2022-09,1115,Fashion,406.18,10.0,2,Middle East,1.8
11290,2022-07,4246,Fashion,327.06,15.0,3,Middle East,3.7
11291,2023-03,2756,Books,170.62,30.0,5,Middle East,4.2
11292,2022-04,2447,Electronics,345.34,10.0,1,Europe,4.3
11293,2023-04,2151,Books,62.74,5.0,2,North America,4.8
11294,2023-11,4560,Electronics,94.86,0.0,3,North America,3.6
11295,2022-07,4076,Electronics,295.21,0.0,5,Middle East,4.2
11296,2023-12,2349,Books,280.65,0.0,1,Asia,2.0
11297,2023-04,3745,Books,267.45,5.0,4,Europe,2.3
11298,2023-06,4243,Books,318.93,15.0,4,Asia,1.5
11299,2023-02,2222,Sports,81.36,10.0,2,Middle East,2.1
11300,2023-10,4302,Electronics,401.62,20.0,2,Asia,1.6
11301,2023-08,3847,Home & Kitchen,438.34,30.0,3,Asia,4.2
11302,2022-05,4918,Books,262.93,5.0,1,Middle East,5.0
11303,2022-02,1626,Electronics,343.99,30.0,2,Middle East,4.5
11304,2023-05,2356,Books,410.74,10.0,2,Middle East,3.2
11305,2023-11,2489,Sports,326.89,15.0,4,North America,1.1
11306,2023-06,2865,Home & Kitchen,220.07,5.0,1,Europe,3.0
11307,2023-02,3471,Home & Kitchen,343.2,20.0,3,Europe,3.9
11309,2023-10,1522,Beauty,146.84,5.0,2,Asia,4.9
11310,2022-10,4495,Home & Kitchen,401.6,5.0,2,Middle East,1.4
11312,2023-11,3222,Beauty,382.63,10.0,1,Europe,2.5
11313,2022-09,3945,Sports,158.8,10.0,2,Europe,3.2
11314,2022-05,4034,Electronics,65.45,20.0,5,Europe,4.6
11315,2022-10,2971,Home & Kitchen,274.54,20.0,5,North America,1.5
11316,2023-01,3421,Books,62.56,10.0,2,Asia,3.5
11317,2023-07,1631,Sports,233.52,30.0,4,North America,3.3
11318,2023-05,1236,Electronics,171.66,0.0,1,Asia,2.0
11319,2022-10,4057,Home & Kitchen,240.49,5.0,3,Europe,2.5
11320,2022-12,2771,Home & Kitchen,160.85,10.0,1,Middle East,3.7
11321,2023-08,1967,Books,423.22,10.0,1,Asia,3.3
11322,2023-04,2840,Books,221.35,0.0,2,Asia,2.7
11323,2023-03,1442,Fashion,56.9,5.0,5,North America,3.8
11324,2022-05,4109,Books,324.65,5.0,3,North America,2.6
11325,2022-07,3831,Electronics,390.31,5.0,1,Europe,3.8
11326,2022-08,2911,Beauty,215.24,5.0,3,Middle East,3.7
11327,2022-04,4927,Books,304.79,20.0,3,North America,2.6
11328,2023-02,2019,Books,225.85,30.0,4,Asia,1.3
11329,2022-01,4834,Beauty,104.49,5.0,5,North America,4.0
11330,2023-06,3006,Beauty,300.52,5.0,4,Middle East,4.2
11331,2023-04,3934,Sports,352.13,0.0,5,Middle East,4.7
11332,2022-11,3893,Home & Kitchen,128.35,20.0,2,Europe,4.6
11333,2023-01,2562,Home & Kitchen,356.29,0.0,2,Europe,4.6
11334,2022-09,1841,Beauty,430.68,20.0,2,Europe,2.2
11336,2023-11,3203,Beauty,90.4,10.0,3,North America,4.7
11337,2022-03,3776,Electronics,87.84,30.0,5,North America,3.8
11338,2023-03,4265,Sports,435.27,20.0,1,Asia,2.9
11339,2022-09,1812,Fashion,343.9,20.0,5,North America,2.7
11340,2022-04,4232,Electronics,69.25,15.0,4,Middle East,2.4
11341,2023-07,3687,Fashion,250.09,10.0,4,Europe,3.2
11342,2023-04,4899,Home & Kitchen,381.09,10.0,4,Asia,4.3
11343,2023-10,4761,Beauty,103.55,15.0,4,Asia,1.2
11345,2023-05,2709,Sports,433.65,0.0,4,Middle East,4.4
11346,2023-11,2570,Beauty,298.82,20.0,3,Asia,1.7
11347,2022-07,4310,Sports,389.98,30.0,1,North America,4.0
11348,2023-04,2064,Sports,78.63,0.0,3,Middle East,1.8
11349,2022-12,1185,Beauty,127.84,15.0,3,Europe,4.8
11350,2023-03,3508,Beauty,388.29,5.0,3,North America,3.2
11351,2022-07,2718,Electronics,224.97,10.0,5,North America,4.2
11352,2022-09,2412,Beauty,94.6,30.0,4,North America,1.7
11353,2023-05,4332,Home & Kitchen,148.6,0.0,1,North America,1.8
11354,2022-07,4477,Fashion,312.99,15.0,2,North America,4.5
11356,2023-11,2472,Books,78.39,15.0,1,Asia,4.3
11357,2023-04,1698,Home & Kitchen,105.26,15.0,4,Asia,3.5
11358,2023-10,4472,Fashion,444.3,20.0,5,Europe,4.4
11359,2022-08,3354,Books,444.41,10.0,2,Europe,3.1
11360,2022-09,1944,Beauty,110.16,30.0,5,Europe,1.1
11361,2022-06,1136,Home & Kitchen,301.1,0.0,4,North America,1.4
11362,2022-09,2225,Sports,183.29,15.0,5,Europe,4.9
11364,2023-03,3702,Books,80.95,0.0,3,Asia,2.0
11367,2022-03,4326,Beauty,326.62,0.0,5,North America,3.3
11368,2023-10,3228,Fashion,70.64,0.0,2,Europe,3.3
11369,2023-05,3456,Fashion,368.12,15.0,4,Europe,4.9
11370,2023-08,1852,Home & Kitchen,308.1,30.0,2,Europe,1.6
11371,2022-08,4024,Beauty,107.54,0.0,1,Middle East,1.5
11372,2023-10,4802,Fashion,249.09,10.0,1,North America,4.7
11373,2023-11,4099,Home & Kitchen,307.26,10.0,4,North America,3.9
11374,2022-08,4734,Fashion,184.16,5.0,4,Asia,1.2
11377,2022-07,2538,Electronics,67.39,30.0,4,Asia,2.7
11378,2023-06,2568,Fashion,429.02,10.0,4,North America,1.0
11379,2023-05,4270,Fashion,128.9,20.0,3,Europe,2.8
11380,2023-10,1068,Electronics,69.46,10.0,1,Asia,4.6
11381,2023-05,1601,Beauty,196.55,5.0,3,North America,3.0
11382,2022-01,3064,Home & Kitchen,88.34,0.0,3,Middle East,2.2
11383,2022-08,3896,Books,254.66,0.0,1,Europe,4.9
11384,2023-12,1878,Sports,368.17,15.0,1,Europe,3.6
11385,2023-10,3882,Electronics,379.02,15.0,1,Europe,4.6
11386,2023-02,4906,Sports,155.06,5.0,1,Asia,1.7
11387,2022-05,1545,Beauty,346.6,20.0,1,Middle East,1.7
11390,2022-11,3107,Books,324.96,30.0,2,Asia,4.0
11391,2022-06,1183,Home & Kitchen,252.3,0.0,3,Asia,1.3
11392,2022-03,1837,Home & Kitchen,200.15,15.0,2,Europe,2.6
11393,2022-05,2892,Fashion,108.56,0.0,5,Europe,1.0
11394,2023-04,2388,Fashion,66.4,30.0,3,Asia,2.7
11397,2022-08,2952,Sports,237.59,5.0,4,Europe,2.3
11398,2023-05,2457,Home & Kitchen,106.39,5.0,2,Europe,3.4
11399,2022-08,4270,Electronics,77.91,20.0,1,North America,4.0
11400,2023-04,3800,Fashion,179.54,0.0,4,Europe,4.6
11401,2023-06,4303,Electronics,161.48,15.0,3,Asia,3.5
11402,2023-05,3770,Books,233.57,30.0,5,Middle East,1.6
11403,2022-03,2391,Sports,249.11,0.0,4,Europe,4.1
11404,2023-06,2453,Electronics,254.66,30.0,1,Middle East,4.3
11405,2022-01,4635,Fashion,70.3,10.0,1,North America,2.3
11406,2022-09,4190,Fashion,89.51,15.0,1,Asia,2.6
11407,2023-10,3377,Books,165.46,0.0,2,Asia,1.9
11409,2022-07,4393,Home & Kitchen,417.49,15.0,2,North America,2.0
11411,2022-01,4479,Books,118.02,10.0,2,Asia,1.9
11412,2023-05,2711,Home & Kitchen,320.44,20.0,4,North America,1.4
11414,2023-06,1780,Beauty,71.68,15.0,2,North America,2.6
11415,2022-03,4391,Beauty,222.34,10.0,5,North America,4.9
11416,2022-08,2028,Beauty,152.07,10.0,1,North America,3.7
11417,2023-08,3449,Books,242.64,0.0,3,Middle East,4.9
11418,2022-02,1627,Fashion,221.9,30.0,4,Middle East,2.5
11419,2023-12,3250,Fashion,290.92,10.0,1,Europe,1.7
11421,2023-08,1053,Fashion,415.38,15.0,5,Middle East,2.8
11423,2023-08,4355,Home & Kitchen,288.36,10.0,5,North America,3.9
11424,2022-01,4669,Beauty,407.98,10.0,3,Europe,1.7
11425,2023-07,2068,Home & Kitchen,62.07,10.0,5,Asia,2.9
11426,2022-02,1283,Fashion,342.48,15.0,2,North America,3.7
11427,2022-01,1832,Fashion,109.14,15.0,1,Middle East,2.0
11428,2022-11,1581,Home & Kitchen,103.36,5.0,4,Asia,2.5
11430,2022-01,3089,Fashion,187.3,0.0,2,Europe,2.7
11431,2023-03,4488,Fashion,446.87,10.0,4,Europe,1.6
11432,2022-05,1271,Home & Kitchen,353.66,0.0,1,North America,4.3
11433,2022-07,4212,Sports,286.48,15.0,1,Europe,2.9
11434,2022-05,1916,Fashion,410.2,10.0,3,Europe,2.2
11435,2022-03,1570,Sports,418.61,15.0,2,Middle East,4.2
11436,2023-04,3799,Books,298.81,5.0,3,North America,1.3
11437,2022-11,3094,Books,158.62,20.0,2,North America,3.9
11438,2022-06,4238,Home & Kitchen,440.87,5.0,2,North America,1.7
11439,2023-05,2645,Electronics,178.18,30.0,2,Europe,1.4
11440,2023-09,3173,Beauty,90.69,10.0,5,Asia,2.3
11441,2022-06,1471,Books,281.87,0.0,1,North America,2.1
11443,2022-04,2946,Beauty,109.45,0.0,2,Asia,1.5
11444,2023-08,1620,Home & Kitchen,424.53,15.0,4,Asia,2.1
11445,2023-03,1676,Fashion,211.58,15.0,5,Asia,2.5
11446,2022-02,3417,Home & Kitchen,246.84,10.0,1,North America,3.8
11447,2023-06,1770,Electronics,271.68,20.0,2,Asia,1.6
11448,2022-05,3635,Sports,249.02,30.0,1,Europe,3.4
11449,2022-12,3054,Electronics,112.87,30.0,5,Asia,2.8
11451,2022-03,4347,Sports,341.19,30.0,5,Asia,2.9
11452,2023-08,2614,Electronics,327.27,15.0,5,Asia,2.1
11453,2023-09,1064,Electronics,419.15,15.0,3,Europe,4.8
11454,2022-11,4698,Beauty,339.92,15.0,4,North America,3.2
11455,2022-03,1201,Beauty,64.94,20.0,2,Middle East,1.4
11456,2023-07,1141,Beauty,173.05,10.0,4,Asia,1.9
11457,2023-11,4169,Beauty,189.93,5.0,3,Asia,2.7
11458,2022-02,3864,Beauty,337.71,0.0,5,Middle East,3.4
11459,2022-04,3264,Books,354.05,30.0,1,Asia,3.7
11460,2023-11,4038,Sports,280.44,15.0,3,Europe,1.1
11461,2023-12,4657,Sports,202.93,20.0,3,Europe,4.5
11462,2023-05,2316,Fashion,438.75,0.0,3,Asia,1.8
11463,2023-06,4579,Beauty,279.69,20.0,3,North America,2.7
11464,2022-09,2157,Fashion,412.8,5.0,5,North America,3.8
11466,2022-10,3331,Books,214.31,15.0,5,North America,1.7
11467,2023-04,1101,Beauty,148.93,30.0,2,Asia,1.3
11468,2023-07,1376,Sports,189.15,30.0,2,North America,1.8
11470,2022-04,4724,Home & Kitchen,178.45,15.0,5,Europe,3.1
11471,2022-11,4084,Fashion,255.64,5.0,3,Asia,1.1
11472,2022-03,1760,Sports,106.91,0.0,2,Asia,2.9
11473,2022-12,2146,Sports,93.13,15.0,1,North America,3.4
11474,2022-03,3057,Sports,161.91,30.0,4,Asia,1.2
11475,2022-03,4663,Beauty,54.84,20.0,3,North America,4.6
11476,2022-07,2190,Fashion,249.09,0.0,5,Europe,1.5
11477,2022-08,2634,Fashion,319.56,10.0,2,Asia,1.2
11478,2022-09,2742,Home & Kitchen,296.24,5.0,2,Europe,1.8
11479,2023-02,3198,Fashion,143.71,5.0,1,Middle East,2.2
11480,2022-11,2060,Electronics,431.03,0.0,2,Europe,4.2
11481,2022-12,2912,Fashion,59.31,30.0,1,Europe,4.4
11483,2023-09,2497,Home & Kitchen,71.56,5.0,4,Middle East,1.6
11484,2023-12,2467,Sports,363.35,0.0,3,North America,3.7
11485,2022-09,4413,Beauty,395.38,10.0,5,North America,1.5
11486,2022-11,2028,Electronics,384.37,0.0,3,Middle East,1.5
11487,2023-02,1889,Fashion,165.55,0.0,3,Europe,3.4
11488,2022-12,2249,Sports,438.06,0.0,2,Europe,3.6
11489,2023-08,2562,Home & Kitchen,445.3,10.0,5,Middle East,4.3
11490,2023-10,4195,Home & Kitchen,410.95,0.0,5,Europe,4.4
11491,2023-03,1402,Fashion,369.83,0.0,4,North America,4.4
11492,2022-04,3986,Fashion,421.33,20.0,1,Asia,3.1
11493,2022-11,1810,Beauty,330.86,0.0,5,Asia,3.3
11495,2022-09,2260,Electronics,316.88,20.0,4,Europe,1.9
11496,2023-06,2491,Beauty,86.75,20.0,2,North America,4.5
11497,2023-06,3546,Beauty,95.4,10.0,3,North America,2.4
11498,2023-03,1511,Books,218.17,30.0,4,Europe,3.1
11499,2022-02,2846,Fashion,361.13,5.0,3,Europe,3.2
11500,2023-04,1316,Beauty,74.49,20.0,2,Europe,2.0
11501,2023-09,1302,Books,101.4,30.0,5,Asia,1.5
11503,2022-01,4660,Sports,87.92,20.0,5,North America,5.0
11504,2022-03,2335,Beauty,113.96,0.0,2,Middle East,1.9
11505,2022-06,1081,Home & Kitchen,281.48,5.0,4,North America,1.7
11506,2023-08,1657,Beauty,197.28,20.0,5,Middle East,3.8
11508,2023-02,3271,Fashion,83.42,10.0,3,Middle East,1.9
11509,2022-04,1052,Home & Kitchen,262.35,0.0,2,Middle East,3.9
11510,2022-10,2014,Sports,70.29,30.0,3,Asia,1.4
11511,2023-02,1344,Electronics,365.8,30.0,5,North America,1.6
11513,2023-08,1986,Beauty,99.14,0.0,3,Middle East,1.6
11514,2023-10,2930,Fashion,438.63,20.0,1,North America,1.9
11515,2022-02,4951,Electronics,269.12,20.0,3,Asia,4.9
11517,2022-11,1210,Home & Kitchen,80.49,0.0,4,Europe,2.8
11521,2023-12,1182,Books,323.39,15.0,1,Europe,3.3
11522,2022-03,4343,Fashion,171.85,15.0,4,Europe,1.6
11523,2023-09,1505,Beauty,195.12,15.0,3,North America,2.4
11524,2022-11,4298,Fashion,351.58,30.0,3,North America,4.6
11525,2022-12,2857,Home & Kitchen,310.25,5.0,2,Middle East,4.7
11526,2023-01,3059,Fashion,181.13,30.0,2,North America,4.2
11527,2022-07,1092,Electronics,346.56,5.0,5,Middle East,1.7
11528,2022-09,1329,Electronics,174.58,30.0,3,Middle East,3.0
11529,2023-05,3237,Home & Kitchen,228.93,0.0,2,Middle East,1.6
11530,2023-06,4669,Home & Kitchen,426.14,30.0,2,Middle East,3.2
11531,2023-03,3913,Home & Kitchen,63.54,0.0,5,Asia,2.0
11532,2023-12,4001,Electronics,219.06,10.0,5,Europe,1.4
11536,2023-03,1260,Fashion,283.45,20.0,2,North America,4.7
11538,2022-09,2951,Books,430.14,30.0,4,Europe,4.1
11541,2023-02,4012,Beauty,440.23,10.0,4,North America,1.8
11542,2022-05,1087,Electronics,363.5,30.0,1,Asia,1.7
11543,2022-07,3387,Beauty,368.66,15.0,5,Middle East,4.9
11547,2022-09,3734,Beauty,244.18,20.0,1,Europe,2.0
11548,2023-10,3256,Sports,439.09,30.0,3,Middle East,4.0
11549,2022-11,2072,Sports,257.56,10.0,2,North America,2.4
11550,2022-04,4607,Home & Kitchen,284.3,15.0,2,North America,2.6
11551,2023-01,4921,Electronics,412.9,15.0,4,Middle East,3.5
11552,2023-03,3969,Sports,415.9,5.0,1,North America,1.9
11553,2022-07,4689,Beauty,412.79,20.0,2,Asia,4.0
11554,2023-03,2846,Fashion,415.06,20.0,1,Europe,1.9
11555,2022-07,3310,Books,216.34,20.0,4,Middle East,4.6
11556,2023-01,4277,Fashion,267.59,20.0,5,Asia,4.2
11557,2022-03,4752,Electronics,130.11,20.0,1,Asia,4.6
11558,2022-07,4568,Electronics,234.4,5.0,1,Europe,2.6
11560,2023-09,3717,Electronics,409.2,0.0,5,Middle East,4.4
11561,2023-07,4824,Sports,184.53,20.0,3,Asia,2.6
11562,2023-01,2488,Fashion,318.29,20.0,5,Europe,4.6
11563,2023-11,2658,Home & Kitchen,130.44,15.0,2,Asia,3.2
11564,2023-11,3067,Sports,107.53,5.0,2,Asia,2.0
11565,2022-04,3615,Sports,211.7,20.0,3,Europe,4.8
11566,2022-02,4017,Beauty,90.04,15.0,5,Europe,1.6
11567,2023-08,4863,Beauty,279.6,5.0,2,Middle East,1.8
11568,2022-06,2131,Beauty,215.27,15.0,5,Asia,1.3
11569,2023-01,3187,Books,73.41,20.0,3,Asia,2.0
11570,2022-02,2114,Electronics,351.73,15.0,1,North America,4.9
11571,2022-06,1270,Sports,361.9,0.0,3,North America,4.7
11572,2022-01,4400,Fashion,445.77,5.0,4,Europe,4.3
11573,2022-08,4281,Fashion,357.5,15.0,5,Middle East,2.3
11574,2023-04,4759,Fashion,112.52,10.0,4,Middle East,1.1
11575,2022-04,2596,Home & Kitchen,333.19,0.0,2,Asia,2.4
11577,2023-08,1283,Beauty,426.94,20.0,4,Middle East,2.4
11578,2022-06,1365,Beauty,219.77,10.0,4,Asia,4.5
11579,2022-08,3531,Electronics,349.55,20.0,5,North America,4.7
11581,2022-02,4051,Beauty,113.39,10.0,5,Middle East,2.1
11582,2023-11,1783,Sports,202.54,0.0,4,Europe,2.4
11583,2023-02,3211,Beauty,208.32,0.0,4,Europe,4.7
11584,2022-11,1387,Electronics,439.82,30.0,4,North America,3.0
11586,2023-03,2032,Sports,230.13,30.0,5,North America,1.2
11587,2023-08,4063,Books,198.16,20.0,4,Asia,4.8
11588,2023-06,2389,Sports,70.03,0.0,2,North America,3.2
11589,2022-10,3059,Sports,120.87,20.0,1,Middle East,4.5
11590,2022-12,1073,Sports,74.22,5.0,3,North America,1.3
11591,2023-09,1237,Electronics,176.5,5.0,1,North America,2.7
11592,2023-10,4883,Beauty,374.93,10.0,4,Europe,1.9
11594,2022-01,2985,Books,436.38,30.0,5,North America,1.1
11595,2023-07,3962,Books,362.71,0.0,2,Europe,2.2
11596,2023-05,4596,Sports,187.46,15.0,3,Asia,2.5
11597,2022-12,3281,Books,265.06,10.0,5,Asia,2.9
11598,2023-04,2462,Electronics,58.93,0.0,5,Middle East,1.4
11599,2023-11,2780,Fashion,390.59,30.0,3,Asia,1.9
11600,2023-11,2504,Books,391.91,30.0,1,Europe,2.0
11601,2023-12,4904,Sports,192.18,5.0,4,Europe,3.8
11602,2022-09,2115,Home & Kitchen,134.03,5.0,5,Middle East,3.1
11603,2022-08,1871,Sports,294.4,20.0,3,North America,3.8
11604,2022-03,2221,Fashion,164.76,30.0,5,North America,1.8
11605,2022-04,2139,Books,353.54,5.0,3,North America,3.4
11606,2023-01,2666,Beauty,357.75,0.0,5,Europe,2.9
11608,2023-02,3200,Beauty,179.6,0.0,5,Middle East,3.5
11610,2023-08,2131,Electronics,443.04,10.0,2,North America,3.8
11612,2022-09,3575,Beauty,226.51,30.0,2,Europe,1.1
11613,2022-05,1810,Fashion,132.33,10.0,1,Middle East,3.9
11614,2022-01,1055,Electronics,208.12,20.0,1,Europe,4.6
11615,2022-11,4523,Books,91.38,30.0,5,Middle East,2.0
11616,2022-09,4463,Beauty,338.86,0.0,4,Middle East,4.1
11617,2022-11,3662,Beauty,282.99,0.0,1,Middle East,1.8
11618,2022-07,4279,Electronics,205.05,5.0,3,Asia,2.0
11619,2023-12,2533,Electronics,333.92,10.0,3,North America,2.3
11621,2023-12,1662,Electronics,429.74,10.0,2,Middle East,3.5
11622,2023-12,4845,Home & Kitchen,229.88,15.0,5,Europe,2.1
11623,2023-12,2578,Home & Kitchen,309.81,30.0,4,Europe,1.4
11624,2023-02,3347,Sports,141.95,20.0,3,North America,3.9
11626,2022-03,3677,Electronics,228.41,30.0,4,North America,3.1
11627,2023-04,2871,Books,97.04,15.0,2,North America,4.7
11628,2023-07,2302,Home & Kitchen,83.71,30.0,5,North America,4.3
11629,2022-01,1143,Beauty,142.45,5.0,2,Middle East,2.4
11630,2022-06,4811,Books,387.47,0.0,3,North America,4.4
11631,2023-06,4275,Electronics,157.44,15.0,1,North America,3.0
11633,2022-12,4336,Books,226.28,5.0,4,North America,2.1
11634,2023-01,3513,Sports,111.08,15.0,4,Middle East,3.1
11636,2023-05,1239,Electronics,189.62,15.0,5,Europe,5.0
11637,2022-11,3004,Fashion,161.01,15.0,4,North America,2.1
11638,2022-08,4769,Home & Kitchen,226.93,0.0,1,Europe,2.1
11640,2022-09,2338,Books,267.83,20.0,4,North America,2.5
11642,2023-12,4396,Sports,174.86,20.0,2,Europe,2.5
11644,2023-11,1802,Electronics,65.3,5.0,4,North America,3.2
11645,2023-02,1352,Beauty,297.04,30.0,1,Asia,2.9
11646,2022-09,2974,Home & Kitchen,88.88,10.0,1,North America,3.6
11647,2022-01,2133,Home & Kitchen,440.2,30.0,2,Asia,4.6
11648,2023-02,1465,Beauty,363.82,10.0,3,North America,2.9
11649,2023-12,2063,Books,438.16,30.0,1,Middle East,1.4
11650,2022-10,3701,Electronics,347.74,10.0,4,Asia,2.9
11651,2022-04,4411,Home & Kitchen,337.87,30.0,5,Asia,2.8
11652,2023-12,2395,Sports,266.65,30.0,2,Middle East,3.6
11653,2023-01,2548,Beauty,275.07,5.0,3,Asia,4.1
11654,2022-09,2530,Fashion,392.57,10.0,1,Europe,2.9
11655,2022-10,1052,Sports,288.52,5.0,4,Middle East,3.3
11656,2022-11,4151,Sports,219.26,10.0,4,Asia,1.3
11657,2023-07,2768,Books,355.26,30.0,5,Asia,4.3
11660,2022-12,3786,Books,166.07,15.0,1,Asia,3.2
11661,2023-07,3387,Home & Kitchen,196.52,30.0,4,Middle East,1.7
11663,2023-04,3112,Books,120.26,0.0,1,Asia,4.9
11664,2023-06,2463,Books,68.25,30.0,2,North America,4.2
11665,2022-08,1295,Sports,240.84,0.0,5,Europe,1.3
11666,2022-02,3989,Books,225.74,5.0,3,North America,2.8
11667,2022-09,3252,Books,276.18,5.0,4,Middle East,4.4
11669,2023-01,2580,Electronics,107.14,10.0,5,Asia,1.5
11670,2022-06,4349,Home & Kitchen,402.31,0.0,1,North America,4.5
11671,2023-12,3182,Electronics,183.39,5.0,4,Asia,1.2
11673,2023-08,4123,Fashion,286.57,20.0,1,Asia,1.4
11676,2022-09,3627,Fashion,161.94,30.0,2,Asia,2.7
11677,2022-11,4064,Fashion,187.62,10.0,1,Middle East,4.3
11679,2022-03,1066,Books,439.62,0.0,5,Asia,2.2
11680,2023-03,3050,Electronics,344.09,10.0,2,Middle East,2.2
11683,2022-08,4522,Fashion,93.23,5.0,2,Asia,4.7
11684,2023-08,1509,Electronics,382.45,15.0,2,Middle East,2.3
11685,2023-09,4839,Books,418.3,20.0,3,Europe,2.4
11686,2022-07,2891,Home & Kitchen,116.27,20.0,3,Europe,2.2
11688,2022-11,3824,Books,216.28,5.0,1,Europe,3.7
11690,2023-02,2999,Books,264.62,10.0,5,Europe,1.2
11691,2023-12,2970,Beauty,367.81,30.0,1,Europe,2.7
11692,2022-10,2551,Fashion,355.72,5.0,1,Europe,2.1
11693,2022-10,4851,Books,427.81,0.0,4,Middle East,1.4
11696,2023-11,2460,Sports,272.32,30.0,4,Europe,2.1
11697,2023-02,3846,Sports,170.08,5.0,2,Asia,3.7
11698,2023-05,1733,Beauty,395.14,30.0,2,Europe,3.9
11699,2022-09,4092,Sports,352.77,10.0,5,North America,2.1
11700,2023-02,3434,Beauty,392.93,30.0,3,North America,1.7
11701,2022-06,1532,Sports,153.49,15.0,4,Middle East,2.2
11702,2023-02,1091,Beauty,293.65,0.0,2,North America,3.8
11703,2022-09,2819,Books,96.67,30.0,4,Europe,2.4
11704,2023-10,2156,Home & Kitchen,113.66,0.0,3,North America,2.3
11705,2023-06,1838,Electronics,187.76,0.0,1,North America,2.5
11706,2022-05,1504,Beauty,356.71,5.0,4,Asia,4.0
11707,2023-01,2476,Sports,155.73,0.0,2,North America,3.7
11708,2023-07,1840,Fashion,167.61,30.0,3,Asia,4.8
11709,2023-09,1686,Electronics,400.57,30.0,1,North America,3.1
11711,2023-07,3195,Electronics,420.8,20.0,4,Europe,2.7
11712,2023-07,1933,Electronics,96.48,0.0,3,Middle East,4.8
11713,2023-10,2255,Home & Kitchen,231.58,0.0,3,North America,1.9
11714,2022-06,1883,Fashion,353.07,5.0,5,Europe,4.8
11715,2023-09,4236,Beauty,357.53,10.0,1,North America,2.5
11716,2022-07,1313,Books,201.44,5.0,4,Middle East,1.9
11717,2023-03,3704,Fashion,213.16,0.0,5,Asia,3.6
11718,2023-08,3345,Sports,290.78,0.0,5,Asia,2.2
11719,2022-06,1222,Fashion,340.61,20.0,5,Middle East,1.6
11721,2022-12,1415,Fashion,324.14,20.0,5,North America,3.7
11722,2022-10,3109,Sports,258.56,15.0,1,Europe,2.3
11725,2022-07,3423,Electronics,103.69,20.0,3,North America,1.8
11726,2023-09,3646,Electronics,181.01,20.0,5,Middle East,4.8
11727,2022-11,1404,Home & Kitchen,381.59,15.0,2,Asia,2.5
11728,2023-12,3976,Sports,160.8,0.0,5,Middle East,2.3
11729,2022-01,2278,Home & Kitchen,382.88,5.0,5,Asia,3.8
11730,2023-12,4522,Home & Kitchen,251.42,10.0,3,Middle East,4.7
11731,2022-04,1389,Books,108.61,5.0,3,Middle East,2.3
11732,2023-11,2648,Beauty,389.61,5.0,1,Europe,3.5
11733,2022-11,1765,Books,362.49,0.0,1,North America,5.0
11735,2022-07,4573,Home & Kitchen,368.8,0.0,1,Middle East,2.3
11736,2022-04,2345,Beauty,335.94,10.0,1,Middle East,2.4
11737,2023-10,4615,Books,190.87,20.0,5,Asia,1.9
11738,2022-12,4135,Electronics,316.54,10.0,4,Europe,4.9
